バージョン,曲名,難易度,レベル,ノーツレーダー属性
tricoro,Howling,HYPER,7,
tricoro,Howling,ANOTHER,9,
tricoro,Howling,LEGGENDARIA,10,NOTES
Rootage,Hurry Hurry,NORMAL,4,
Rootage,Hurry Hurry,HYPER,6,NOTES
Rootage,Hurry Hurry,ANOTHER,9,CHORD
SIRIUS,Hydrogen Blueback,NORMAL,5,NOTES
SIRIUS,Hydrogen Blueback,HYPER,8,
SIRIUS,Hydrogen Blueback,ANOTHER,10,NOTES
SIRIUS,Hydrogen Blueback,LEGGENDARIA,11,SCRATCH
SPADA,HYENA,NORMAL,6,PEAK
SPADA,HYENA,HYPER,9,PEAK
SPADA,HYENA,ANOTHER,11,NOTES
CANNON BALLERS,HYPE THE CORE,NORMAL,6,NOTES
CANNON BALLERS,HYPE THE CORE,HYPER,10,
CANNON BALLERS,HYPE THE CORE,ANOTHER,11,NOTES
8th style,HYPER BOUNDARY GATE,NORMAL,6,NOTES
8th style,HYPER BOUNDARY GATE,HYPER,8,NOTES
8th style,HYPER BOUNDARY GATE,ANOTHER,9,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,NORMAL,3,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,HYPER,7,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,ANOTHER,9,NOTES
9th style,HYPER EUROBEAT (2DX style),NORMAL,5,NOTES
9th style,HYPER EUROBEAT (2DX style),HYPER,8,NOTES
9th style,HYPER EUROBEAT (2DX style),ANOTHER,10,PEAK
EMPRESS,HYPERION,NORMAL,6,
EMPRESS,HYPERION,HYPER,9,NOTES
EMPRESS,HYPERION,ANOTHER,11,NOTES
SPADA,Hypersonik,NORMAL,5,PEAK
SPADA,Hypersonik,HYPER,8,NOTES
SPADA,Hypersonik,ANOTHER,10,CHORD
RESIDENT,I,NORMAL,6,
RESIDENT,I,HYPER,10,NOTES
RESIDENT,I,ANOTHER,12,NOTES
HAPPY SKY,I am,NORMAL,5,NOTES
HAPPY SKY,I am,HYPER,8,NOTES
HAPPY SKY,I am,ANOTHER,10,NOTES
7th style,i feel ...,NORMAL,4,
7th style,i feel ...,HYPER,5,
7th style,i feel ...,ANOTHER,7,PEAK
Resort Anthem,I FIGHT ME,NORMAL,3,
Resort Anthem,I FIGHT ME,HYPER,7,PEAK
Resort Anthem,I FIGHT ME,ANOTHER,9,PEAK
Resort Anthem,I FIGHT ME,LEGGENDARIA,11,CHORD
tricoro,I know You know,NORMAL,3,NOTES
tricoro,I know You know,HYPER,6,NOTES
tricoro,I know You know,ANOTHER,9,NOTES
CANNON BALLERS,I Love You,NORMAL,5,NOTES
CANNON BALLERS,I Love You,HYPER,9,NOTES
CANNON BALLERS,I Love You,ANOTHER,11,NOTES
INFINITAS,I Want To Do This Keep,NORMAL,4,
INFINITAS,I Want To Do This Keep,HYPER,7,
INFINITAS,I Want To Do This Keep,ANOTHER,10,SCRATCH
2nd style,I Was The One,NORMAL,3,PEAK
2nd style,I Was The One,HYPER,3,PEAK
2nd style,I Was The One,ANOTHER,4,PEAK
SPADA,I will be back -オレは帰ってきた-,NORMAL,6,PEAK
SPADA,I will be back -オレは帰ってきた-,HYPER,9,NOTES
SPADA,I will be back -オレは帰ってきた-,ANOTHER,11,NOTES
EMPRESS,I'm Screaming LOVE,NORMAL,4,
EMPRESS,I'm Screaming LOVE,HYPER,6,NOTES
EMPRESS,I'm Screaming LOVE,ANOTHER,7,NOTES
Lincle,I'm so Happy,BEGINNER,2,PEAK
Lincle,I'm so Happy,NORMAL,3,
Lincle,I'm so Happy,HYPER,8,NOTES
Lincle,I'm so Happy,ANOTHER,11,NOTES
EPOLIS,i-ii,NORMAL,6,SCRATCH
EPOLIS,i-ii,HYPER,9,PEAK
EPOLIS,i-ii,ANOTHER,11,NOTES
DJ TROOPERS,ICARUS,NORMAL,7,SOF-LAN
DJ TROOPERS,ICARUS,HYPER,10,SOF-LAN
DJ TROOPERS,ICARUS,ANOTHER,12,SOF-LAN
DJ TROOPERS,ICARUS,LEGGENDARIA,12,SOF-LAN
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),NORMAL,7,
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),HYPER,9,
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),ANOTHER,11,SCRATCH
Rootage,IDOL syndrome.,NORMAL,4,
Rootage,IDOL syndrome.,HYPER,7,NOTES
Rootage,IDOL syndrome.,ANOTHER,10,NOTES
HEROIC VERSE,If,NORMAL,5,
HEROIC VERSE,If,HYPER,8,
HEROIC VERSE,If,ANOTHER,10,NOTES
HEROIC VERSE,If,LEGGENDARIA,12,PEAK
DistorteD,iFUTURELIST,NORMAL,4,
DistorteD,iFUTURELIST,HYPER,6,
DistorteD,iFUTURELIST,ANOTHER,8,NOTES
BISTROVER,Ignis†Irae,NORMAL,6,NOTES
BISTROVER,Ignis†Irae,HYPER,10,CHARGE
BISTROVER,Ignis†Irae,ANOTHER,12,CHARGE
INFINITAS,Ignited Night,NORMAL,6,
INFINITAS,Ignited Night,HYPER,9,
INFINITAS,Ignited Night,ANOTHER,11,NOTES
CastHour,ILAYZA,NORMAL,6,NOTES
CastHour,ILAYZA,HYPER,9,NOTES
CastHour,ILAYZA,ANOTHER,11,NOTES
tricoro,ILIAS,NORMAL,4,
tricoro,ILIAS,HYPER,7,NOTES
tricoro,ILIAS,ANOTHER,10,NOTES
tricoro,Illegal Function Call,NORMAL,5,
tricoro,Illegal Function Call,HYPER,9,NOTES
tricoro,Illegal Function Call,ANOTHER,11,NOTES
tricoro,Illegal Function Call,LEGGENDARIA,12,PEAK
PENDUAL,illuminate,NORMAL,3,PEAK
PENDUAL,illuminate,HYPER,8,NOTES
PENDUAL,illuminate,ANOTHER,10,NOTES
CANNON BALLERS,Illusionary Waterlily,NORMAL,6,NOTES
CANNON BALLERS,Illusionary Waterlily,HYPER,10,NOTES
CANNON BALLERS,Illusionary Waterlily,ANOTHER,12,NOTES
SPADA,Immortal,NORMAL,5,
SPADA,Immortal,HYPER,9,
SPADA,Immortal,ANOTHER,12,CHORD
PENDUAL,IMPLANTATION,NORMAL,5,
PENDUAL,IMPLANTATION,HYPER,10,NOTES
PENDUAL,IMPLANTATION,ANOTHER,12,PEAK
tricoro,In Heaven,NORMAL,4,
tricoro,In Heaven,HYPER,7,
tricoro,In Heaven,ANOTHER,9,NOTES
HAPPY SKY,in motion,NORMAL,5,
HAPPY SKY,in motion,HYPER,6,NOTES
HAPPY SKY,in motion,ANOTHER,7,PEAK
5th style,in my eyes,NORMAL,5,NOTES
5th style,in my eyes,HYPER,6,NOTES
5th style,in my eyes,ANOTHER,7,NOTES
Lincle,In the Blackest Den,NORMAL,5,PEAK
Lincle,In the Blackest Den,HYPER,8,NOTES
Lincle,In the Blackest Den,ANOTHER,11,NOTES
PENDUAL,In The Breeze,NORMAL,4,
PENDUAL,In The Breeze,HYPER,7,PEAK
PENDUAL,In The Breeze,ANOTHER,9,NOTES
DJ TROOPERS,in the Sky,NORMAL,7,PEAK
DJ TROOPERS,in the Sky,HYPER,9,CHORD
DJ TROOPERS,in the Sky,ANOTHER,11,CHORD
INFINITAS,In Your EyEs,NORMAL,5,
INFINITAS,In Your EyEs,HYPER,10,PEAK
INFINITAS,In Your EyEs,ANOTHER,12,PEAK
HAPPY SKY,INAZUMA,NORMAL,5,NOTES
HAPPY SKY,INAZUMA,HYPER,9,NOTES
HAPPY SKY,INAZUMA,ANOTHER,11,NOTES
HAPPY SKY,INAZUMA,LEGGENDARIA,12,CHORD
DistorteD,INFERNO,NORMAL,5,
DistorteD,INFERNO,HYPER,7,NOTES
DistorteD,INFERNO,ANOTHER,9,NOTES
HEROIC VERSE,Inferno of Fomalhaut,NORMAL,5,PEAK
HEROIC VERSE,Inferno of Fomalhaut,HYPER,10,PEAK
HEROIC VERSE,Inferno of Fomalhaut,ANOTHER,12,PEAK
Lincle,Infinite cave,NORMAL,6,PEAK
Lincle,Infinite cave,HYPER,9,
Lincle,Infinite cave,ANOTHER,10,PEAK
HEROIC VERSE,Infinity Mirror,NORMAL,5,
HEROIC VERSE,Infinity Mirror,HYPER,8,CHARGE
HEROIC VERSE,Infinity Mirror,ANOTHER,10,CHARGE
EPOLIS,INHERITANCE,NORMAL,6,NOTES
EPOLIS,INHERITANCE,HYPER,9,NOTES
EPOLIS,INHERITANCE,ANOTHER,11,NOTES
CANNON BALLERS,Initiation,BEGINNER,3,NOTES
CANNON BALLERS,Initiation,NORMAL,7,NOTES
CANNON BALLERS,Initiation,HYPER,10,NOTES
CANNON BALLERS,Initiation,ANOTHER,12,CHORD
IIDX RED,INJECTION OF LOVE,NORMAL,4,
IIDX RED,INJECTION OF LOVE,HYPER,6,
IIDX RED,INJECTION OF LOVE,ANOTHER,9,PEAK
copula,Inner Spirit,NORMAL,5,
copula,Inner Spirit,HYPER,9,NOTES
copula,Inner Spirit,ANOTHER,11,NOTES
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,NORMAL,6,
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,HYPER,10,
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,ANOTHER,12,CHARGE
BISTROVER,innocent revolver,NORMAL,6,
BISTROVER,innocent revolver,HYPER,10,NOTES
BISTROVER,innocent revolver,ANOTHER,12,NOTES
GOLD,INORI,NORMAL,6,NOTES
GOLD,INORI,HYPER,10,NOTES
GOLD,INORI,ANOTHER,11,NOTES
SPADA,Insane Techniques,NORMAL,4,
SPADA,Insane Techniques,HYPER,7,PEAK
SPADA,Insane Techniques,ANOTHER,11,PEAK
5th style,INSERTiON,NORMAL,5,
5th style,INSERTiON,HYPER,7,
5th style,INSERTiON,ANOTHER,8,SOF-LAN
INFINITAS,Inside Insight,NORMAL,5,
INFINITAS,Inside Insight,HYPER,8,
INFINITAS,Inside Insight,ANOTHER,11,NOTES
INFINITAS,insist,NORMAL,5,
INFINITAS,insist,HYPER,9,
INFINITAS,insist,ANOTHER,11,NOTES
SPADA,INSOMNIA,NORMAL,4,PEAK
SPADA,INSOMNIA,HYPER,8,NOTES
SPADA,INSOMNIA,ANOTHER,12,CHORD
HEROIC VERSE,Into The Madness,NORMAL,5,
HEROIC VERSE,Into The Madness,HYPER,8,NOTES
HEROIC VERSE,Into The Madness,ANOTHER,11,PEAK
Lincle,Into The Sunlight,NORMAL,5,
Lincle,Into The Sunlight,HYPER,8,
Lincle,Into The Sunlight,ANOTHER,10,CHORD
SINOBUZ,INVISIBLE STRIX,NORMAL,6,SCRATCH
SINOBUZ,INVISIBLE STRIX,HYPER,10,PEAK
SINOBUZ,INVISIBLE STRIX,ANOTHER,11,PEAK
PENDUAL,Invitation from Mr.C,NORMAL,6,PEAK
PENDUAL,Invitation from Mr.C,HYPER,9,NOTES
PENDUAL,Invitation from Mr.C,ANOTHER,12,NOTES
SPADA,invoker,NORMAL,5,
SPADA,invoker,HYPER,9,NOTES
SPADA,invoker,ANOTHER,12,NOTES
SPADA,invoker,LEGGENDARIA,12,NOTES
EPOLIS,Iris,BEGINNER,2,PEAK
EPOLIS,Iris,NORMAL,4,
EPOLIS,Iris,HYPER,7,NOTES
EPOLIS,Iris,ANOTHER,10,NOTES
INFINITAS,It's my Miracle,NORMAL,5,
INFINITAS,It's my Miracle,HYPER,8,
INFINITAS,It's my Miracle,ANOTHER,10,NOTES
PENDUAL,IXION,NORMAL,5,
PENDUAL,IXION,HYPER,8,NOTES
PENDUAL,IXION,ANOTHER,9,NOTES
4th style,Jam&Marmalade,NORMAL,6,PEAK
4th style,Jam&Marmalade,HYPER,7,NOTES
4th style,Jam&Marmalade,ANOTHER,8,PEAK
8th style,jelly kiss,NORMAL,4,
8th style,jelly kiss,HYPER,5,
8th style,jelly kiss,ANOTHER,8,PEAK
INFINITAS,JET WORLD,NORMAL,4,
INFINITAS,JET WORLD,HYPER,6,
INFINITAS,JET WORLD,ANOTHER,10,NOTES
HEROIC VERSE,Jetcoaster Windy,NORMAL,4,
HEROIC VERSE,Jetcoaster Windy,HYPER,7,PEAK
HEROIC VERSE,Jetcoaster Windy,ANOTHER,10,NOTES
tricoro,JOMANDA,NORMAL,6,SOF-LAN
tricoro,JOMANDA,HYPER,10,SOF-LAN
tricoro,JOMANDA,ANOTHER,12,SOF-LAN
copula,Journey,NORMAL,3,
copula,Journey,HYPER,6,NOTES
copula,Journey,ANOTHER,9,NOTES
copula,Journey,LEGGENDARIA,11,CHORD
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",NORMAL,4,
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",HYPER,8,
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",ANOTHER,9,NOTES
INFINITAS,Juicy,NORMAL,3,
INFINITAS,Juicy,HYPER,7,
INFINITAS,Juicy,ANOTHER,9,CHORD
EPOLIS,Jumper,NORMAL,4,
EPOLIS,Jumper,HYPER,7,NOTES
EPOLIS,Jumper,ANOTHER,10,PEAK
BISTROVER,Jungle Eater,NORMAL,5,
BISTROVER,Jungle Eater,HYPER,9,SCRATCH
BISTROVER,Jungle Eater,ANOTHER,11,NOTES
EMPRESS,Just a Little Smile,NORMAL,4,
EMPRESS,Just a Little Smile,HYPER,8,SCRATCH
EMPRESS,Just a Little Smile,ANOTHER,11,SCRATCH
EPOLIS,Just Gimme,NORMAL,5,
EPOLIS,Just Gimme,HYPER,8,NOTES
EPOLIS,Just Gimme,ANOTHER,11,PEAK
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,NORMAL,7,NOTES
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,HYPER,10,NOTES
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,ANOTHER,12,CHORD
Resort Anthem,Kailua,NORMAL,5,CHARGE
Resort Anthem,Kailua,HYPER,9,CHARGE
Resort Anthem,Kailua,ANOTHER,11,CHARGE
SPADA,KAISER PHOENIX,NORMAL,7,
SPADA,KAISER PHOENIX,HYPER,10,NOTES
SPADA,KAISER PHOENIX,ANOTHER,12,NOTES
SPADA,KAISER PHOENIX,LEGGENDARIA,12,NOTES
GOLD,KAMAITACHI,NORMAL,6,NOTES
GOLD,KAMAITACHI,HYPER,9,NOTES
GOLD,KAMAITACHI,ANOTHER,11,NOTES
GOLD,KAMAITACHI,LEGGENDARIA,12,PEAK
4th style,KAMIKAZE,NORMAL,5,
4th style,KAMIKAZE,HYPER,6,NOTES
4th style,KAMIKAZE,ANOTHER,10,CHORD
SIRIUS,Keep it-秋葉工房mix-,NORMAL,5,
SIRIUS,Keep it-秋葉工房mix-,HYPER,9,PEAK
SIRIUS,Keep it-秋葉工房mix-,ANOTHER,10,PEAK
1st&substream,KEEP ON MOVIN',NORMAL,2,PEAK
1st&substream,KEEP ON MOVIN',HYPER,3,PEAK
IIDX RED,KEY,NORMAL,6,NOTES
IIDX RED,KEY,HYPER,8,NOTES
IIDX RED,KEY,ANOTHER,11,NOTES
SPADA,KHAMEN BREAK,NORMAL,3,PEAK
SPADA,KHAMEN BREAK,HYPER,7,NOTES
SPADA,KHAMEN BREAK,ANOTHER,11,NOTES
Rootage,KILL EACH OTHER,NORMAL,7,PEAK
Rootage,KILL EACH OTHER,HYPER,10,
Rootage,KILL EACH OTHER,ANOTHER,12,NOTES
5th style,Kiss me all night long,NORMAL,5,
5th style,Kiss me all night long,HYPER,6,
5th style,Kiss me all night long,ANOTHER,7,NOTES
CastHour,kors k's How to make OTOGE CORE,NORMAL,5,
CastHour,kors k's How to make OTOGE CORE,HYPER,9,SOF-LAN
CastHour,kors k's How to make OTOGE CORE,ANOTHER,11,PEAK
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,NORMAL,6,NOTES
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,HYPER,10,NOTES
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,ANOTHER,12,NOTES
Pinky Crush,KOTONOHA ft. Kotoha,NORMAL,5,
Pinky Crush,KOTONOHA ft. Kotoha,HYPER,8,NOTES
Pinky Crush,KOTONOHA ft. Kotoha,ANOTHER,10,NOTES
EMPRESS,Kung-fu Empire,NORMAL,6,NOTES
EMPRESS,Kung-fu Empire,HYPER,10,NOTES
EMPRESS,Kung-fu Empire,ANOTHER,11,NOTES
EMPRESS,Kung-fu Empire,LEGGENDARIA,12,CHORD
Lincle,KYAMISAMA ONEGAI!,NORMAL,3,
Lincle,KYAMISAMA ONEGAI!,HYPER,6,
Lincle,KYAMISAMA ONEGAI!,ANOTHER,9,NOTES
Lincle,KYAMISAMA ONEGAI!,LEGGENDARIA,11,NOTES
6th style,L'amour et la liberte,NORMAL,5,
6th style,L'amour et la liberte,HYPER,8,NOTES
Rootage,L.F.O,NORMAL,5,
Rootage,L.F.O,HYPER,9,PEAK
Rootage,L.F.O,ANOTHER,12,PEAK
copula,La dolce primavera,NORMAL,4,
copula,La dolce primavera,HYPER,8,
copula,La dolce primavera,ANOTHER,10,PEAK
SPADA,LA FESTA LA VITA!!,NORMAL,5,
SPADA,LA FESTA LA VITA!!,HYPER,9,
SPADA,LA FESTA LA VITA!!,ANOTHER,11,CHORD
Resort Anthem,La Mar,NORMAL,4,
Resort Anthem,La Mar,HYPER,6,
Resort Anthem,La Mar,ANOTHER,8,NOTES
8th style,LAB,NORMAL,5,NOTES
8th style,LAB,HYPER,9,NOTES
8th style,LAB,ANOTHER,10,NOTES
RESIDENT,LADS,NORMAL,5,
RESIDENT,LADS,HYPER,7,NOTES
RESIDENT,LADS,ANOTHER,10,CHORD
Rootage,LADYBIRD,NORMAL,7,NOTES
Rootage,LADYBIRD,HYPER,9,NOTES
Rootage,LADYBIRD,ANOTHER,11,NOTES
INFINITAS,Lagrangian Point Ø,NORMAL,6,
INFINITAS,Lagrangian Point Ø,HYPER,10,
INFINITAS,Lagrangian Point Ø,ANOTHER,12,NOTES
GOLD,LASER CRUSTER,NORMAL,7,PEAK
GOLD,LASER CRUSTER,HYPER,11,NOTES
GOLD,LASER CRUSTER,ANOTHER,12,NOTES
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),NORMAL,4,PEAK
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),HYPER,8,NOTES
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),ANOTHER,12,NOTES
SIRIUS,Last Burning,NORMAL,5,NOTES
SIRIUS,Last Burning,HYPER,7,NOTES
SIRIUS,Last Burning,ANOTHER,10,NOTES
SPADA,Last Dance,NORMAL,6,PEAK
SPADA,Last Dance,HYPER,10,PEAK
SPADA,Last Dance,ANOTHER,12,PEAK
BISTROVER,LAST DAY,NORMAL,6,
BISTROVER,LAST DAY,HYPER,9,NOTES
BISTROVER,LAST DAY,ANOTHER,11,NOTES
CastHour,Lawes's Parotia,NORMAL,4,
CastHour,Lawes's Parotia,HYPER,8,NOTES
CastHour,Lawes's Parotia,ANOTHER,11,NOTES
Lincle,LAX5 feat.Ryota Yoshinari,NORMAL,6,NOTES
Lincle,LAX5 feat.Ryota Yoshinari,HYPER,9,NOTES
Lincle,LAX5 feat.Ryota Yoshinari,ANOTHER,10,CHORD
3rd style,LEADING CYBER,NORMAL,4,PEAK
3rd style,LEADING CYBER,HYPER,6,NOTES
3rd style,LEADING CYBER,ANOTHER,7,NOTES
DistorteD,Leaving...,NORMAL,4,PEAK
DistorteD,Leaving...,HYPER,8,PEAK
DistorteD,Leaving...,ANOTHER,10,PEAK
CastHour,Legendary Treasures,NORMAL,5,
CastHour,Legendary Treasures,HYPER,8,NOTES
CastHour,Legendary Treasures,ANOTHER,11,CHORD
HAPPY SKY,LESSON 5,NORMAL,5,
HAPPY SKY,LESSON 5,HYPER,8,NOTES
HAPPY SKY,LESSON 5,ANOTHER,9,CHORD
Rootage,Let me be your cure,NORMAL,5,NOTES
Rootage,Let me be your cure,HYPER,7,NOTES
Rootage,Let me be your cure,ANOTHER,10,NOTES
7th style,Let the Snow Paint Me,NORMAL,4,PEAK
7th style,Let the Snow Paint Me,HYPER,6,PEAK
7th style,Let the Snow Paint Me,ANOTHER,7,PEAK
9th style,Let The Snow Paint Me -Y&Co. Remix-,NORMAL,5,
9th style,Let The Snow Paint Me -Y&Co. Remix-,HYPER,6,
9th style,Let The Snow Paint Me -Y&Co. Remix-,ANOTHER,10,PEAK
Resort Anthem,Let The Track Flow,NORMAL,6,
Resort Anthem,Let The Track Flow,HYPER,9,NOTES
Resort Anthem,Let The Track Flow,ANOTHER,11,NOTES
CANNON BALLERS,Let's Bounce !!,NORMAL,4,
CANNON BALLERS,Let's Bounce !!,HYPER,7,
CANNON BALLERS,Let's Bounce !!,ANOTHER,10,NOTES
Lincle,LETHEBOLG ～双神威に斬り咲けり～,NORMAL,5,NOTES
Lincle,LETHEBOLG ～双神威に斬り咲けり～,HYPER,8,NOTES
Lincle,LETHEBOLG ～双神威に斬り咲けり～,ANOTHER,10,PEAK
tricoro,Liberation,NORMAL,6,
tricoro,Liberation,HYPER,9,NOTES
tricoro,Liberation,ANOTHER,12,NOTES
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",NORMAL,6,NOTES
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",HYPER,10,PEAK
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",ANOTHER,12,PEAK
Rootage,Lift Us High,NORMAL,5,NOTES
Rootage,Lift Us High,HYPER,8,NOTES
Rootage,Lift Us High,ANOTHER,10,NOTES
tricoro,Light and Cyber…,NORMAL,5,
tricoro,Light and Cyber…,HYPER,9,NOTES
tricoro,Light and Cyber…,ANOTHER,11,NOTES
PENDUAL,Light My Fire,NORMAL,4,
PENDUAL,Light My Fire,HYPER,7,
PENDUAL,Light My Fire,ANOTHER,10,NOTES
SIRIUS,Light Shine,NORMAL,5,NOTES
SIRIUS,Light Shine,HYPER,7,
SIRIUS,Light Shine,ANOTHER,10,CHARGE
SPADA,Lighting Shower,NORMAL,4,
SPADA,Lighting Shower,HYPER,7,NOTES
SPADA,Lighting Shower,ANOTHER,11,NOTES
HEROIC VERSE,LIGHTNING STRIKES,BEGINNER,2,NOTES
HEROIC VERSE,LIGHTNING STRIKES,NORMAL,5,NOTES
HEROIC VERSE,LIGHTNING STRIKES,HYPER,9,NOTES
HEROIC VERSE,LIGHTNING STRIKES,ANOTHER,12,NOTES
9th style,lights,NORMAL,3,PEAK
9th style,lights,HYPER,6,PEAK
9th style,lights,ANOTHER,8,PEAK
BISTROVER,LIKE A VAMPIRE,NORMAL,6,NOTES
BISTROVER,LIKE A VAMPIRE,HYPER,9,NOTES
BISTROVER,LIKE A VAMPIRE,ANOTHER,11,CHORD
HEROIC VERSE,Like+it!,NORMAL,6,
HEROIC VERSE,Like+it!,HYPER,9,NOTES
HEROIC VERSE,Like+it!,ANOTHER,11,NOTES
HEROIC VERSE,Like+it!,LEGGENDARIA,12,NOTES
INFINITAS,LIMIT TOPPA REVOLUTION,NORMAL,5,
INFINITAS,LIMIT TOPPA REVOLUTION,HYPER,9,
INFINITAS,LIMIT TOPPA REVOLUTION,ANOTHER,11,NOTES
10th style,LIMITED,NORMAL,3,
10th style,LIMITED,HYPER,9,
10th style,LIMITED,ANOTHER,9,NOTES
PENDUAL,Line 4 Ruin,NORMAL,4,NOTES
PENDUAL,Line 4 Ruin,HYPER,9,NOTES
PENDUAL,Line 4 Ruin,ANOTHER,11,NOTES
6th style,Linus,NORMAL,5,SOF-LAN
6th style,Linus,HYPER,9,
6th style,Linus,ANOTHER,11,SOF-LAN
Lincle,Liquid Crystal Girl feat. echo,NORMAL,2,NOTES
Lincle,Liquid Crystal Girl feat. echo,HYPER,6,NOTES
Lincle,Liquid Crystal Girl feat. echo,ANOTHER,9,NOTES
HAPPY SKY,Little Little Princess,NORMAL,5,PEAK
HAPPY SKY,Little Little Princess,HYPER,10,NOTES
HAPPY SKY,Little Little Princess,ANOTHER,11,NOTES
HAPPY SKY,Little Little Princess,LEGGENDARIA,12,CHORD
tricoro,Little Star,NORMAL,5,NOTES
tricoro,Little Star,HYPER,8,NOTES
tricoro,Little Star,ANOTHER,12,NOTES
CastHour,LIVE DRIVING!! feat. 花たん,NORMAL,7,NOTES
CastHour,LIVE DRIVING!! feat. 花たん,HYPER,10,CHORD
CastHour,LIVE DRIVING!! feat. 花たん,ANOTHER,12,CHORD
BISTROVER,LOCUS OF THE TRAVEL,NORMAL,6,
BISTROVER,LOCUS OF THE TRAVEL,HYPER,10,SCRATCH
BISTROVER,LOCUS OF THE TRAVEL,ANOTHER,12,CHARGE
SIRIUS,London Affairs Beckoned With Money Loved By Yellow Papers.,NORMAL,4,
SIRIUS,London Affairs Beckoned With Money Loved By Yellow Papers.,HYPER,6,NOTES
SIRIUS,London Affairs Beckoned With Money Loved By Yellow Papers.,ANOTHER,8,NOTES
HEROIC VERSE,Lords Of The Roundtable,NORMAL,6,SCRATCH
HEROIC VERSE,Lords Of The Roundtable,HYPER,10,SCRATCH
HEROIC VERSE,Lords Of The Roundtable,ANOTHER,12,SCRATCH
HEROIC VERSE,Lost Souls,NORMAL,4,PEAK
HEROIC VERSE,Lost Souls,HYPER,9,NOTES
HEROIC VERSE,Lost Souls,ANOTHER,11,NOTES
Rootage,LOST TECHNOLOGIE,NORMAL,5,
Rootage,LOST TECHNOLOGIE,HYPER,9,NOTES
Rootage,LOST TECHNOLOGIE,ANOTHER,12,NOTES
SINOBUZ,Lost wing at.0,NORMAL,5,NOTES
SINOBUZ,Lost wing at.0,HYPER,8,NOTES
SINOBUZ,Lost wing at.0,ANOTHER,11,NOTES
RESIDENT,LOUDER ROLLING THUNDER,NORMAL,6,
RESIDENT,LOUDER ROLLING THUNDER,HYPER,10,NOTES
RESIDENT,LOUDER ROLLING THUNDER,ANOTHER,12,NOTES
5th style,LOVE AGAIN TONIGHT～for Mellisa mix～,NORMAL,4,PEAK
5th style,LOVE AGAIN TONIGHT～for Mellisa mix～,HYPER,5,NOTES
5th style,LOVE AGAIN TONIGHT～for Mellisa mix～,ANOTHER,6,NOTES
GOLD,Love Again...,NORMAL,3,PEAK
GOLD,Love Again...,HYPER,4,PEAK
GOLD,Love Again...,ANOTHER,5,PEAK
10th style,Love Is Eternity,NORMAL,6,PEAK
10th style,Love Is Eternity,HYPER,9,NOTES
10th style,Love Is Eternity,ANOTHER,11,NOTES
8th style,LOVE IS ORANGE,NORMAL,4,
8th style,LOVE IS ORANGE,HYPER,6,PEAK
8th style,LOVE IS ORANGE,ANOTHER,8,NOTES
8th style,LOVE IS ORANGE,LEGGENDARIA,10,NOTES
Resort Anthem,Love km,NORMAL,3,
Resort Anthem,Love km,HYPER,8,
Resort Anthem,Love km,ANOTHER,10,NOTES
9th style,LOVE SHINE,BEGINNER,3,PEAK
9th style,LOVE SHINE,NORMAL,5,PEAK
9th style,LOVE SHINE,HYPER,9,PEAK
9th style,LOVE SHINE,ANOTHER,10,NOTES
7th style,Love Me Do,NORMAL,5,
7th style,Love Me Do,HYPER,7,NOTES
7th style,Love Me Do,ANOTHER,9,CHORD
4th style,LOVE WILL・・・,NORMAL,4,PEAK
4th style,LOVE WILL・・・,HYPER,4,
4th style,LOVE WILL・・・,ANOTHER,7,NOTES
BISTROVER,Lovely Howdy Cowboy!!,NORMAL,6,NOTES
BISTROVER,Lovely Howdy Cowboy!!,HYPER,9,NOTES
BISTROVER,Lovely Howdy Cowboy!!,ANOTHER,11,NOTES
DJ TROOPERS,LOVELY STORM,NORMAL,6,NOTES
DJ TROOPERS,LOVELY STORM,HYPER,9,NOTES
DJ TROOPERS,LOVELY STORM,ANOTHER,10,CHORD
10th style,LOW,NORMAL,4,
