バージョン,曲名,難易度,レベル,ノーツレーダー属性
Rootage,HEISEI,HYPER,10,PEAK
Rootage,HEISEI,ANOTHER,11,
CANNON BALLERS,Hella Deep,NORMAL,4,SCRATCH
CANNON BALLERS,Hella Deep,HYPER,8,SCRATCH
CANNON BALLERS,Hella Deep,ANOTHER,10,SCRATCH
PENDUAL,Hello Happiness,NORMAL,5,NOTES
PENDUAL,Hello Happiness,HYPER,8,NOTES
PENDUAL,Hello Happiness,ANOTHER,11,
Pinky Crush,Here We Go Now,NORMAL,6,PEAK
Pinky Crush,Here We Go Now,HYPER,10,PEAK
Pinky Crush,Here We Go Now,ANOTHER,12,
10th style,HIGH,NORMAL,6,NOTES
10th style,HIGH,HYPER,9,NOTES
10th style,HIGH,ANOTHER,10,CHORD
GOLD,High School Love,NORMAL,5,PEAK
GOLD,High School Love,HYPER,7,PEAK
GOLD,High School Love,ANOTHER,9,CHORD
BISTROVER,HIGH VOLTAGE,NORMAL,4,PEAK
BISTROVER,HIGH VOLTAGE,HYPER,7,PEAK
BISTROVER,HIGH VOLTAGE,ANOTHER,10,PEAK
copula,Highcharge Divolt,NORMAL,6,PEAK
copula,Highcharge Divolt,HYPER,10,PEAK
copula,Highcharge Divolt,ANOTHER,12,
4th style,HIGHER,NORMAL,4,PEAK
4th style,HIGHER,HYPER,6,NOTES
4th style,HIGHER,ANOTHER,7,PEAK
2nd style,Hitch Hiker,NORMAL,4,NOTES
2nd style,Hitch Hiker,HYPER,6,
4th style,Hitch Hiker2,NORMAL,5,PEAK
4th style,Hitch Hiker2,HYPER,9,PEAK
4th style,Hitch Hiker2,ANOTHER,9,PEAK
4th style,Hitch Hiker2,LEGGENDARIA,10,NOTES
HEROIC VERSE,Hold My Hand,NORMAL,5,PEAK
HEROIC VERSE,Hold My Hand,HYPER,8,NOTES
HEROIC VERSE,Hold My Hand,ANOTHER,10,CHORD
3rd style,Holic,NORMAL,7,PEAK
3rd style,Holic,HYPER,10,NOTES
3rd style,Holic,ANOTHER,12,
tricoro,Hollywood Galaxy,NORMAL,6,NOTES
tricoro,Hollywood Galaxy,HYPER,9,NOTES
tricoro,Hollywood Galaxy,ANOTHER,12,
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),NORMAL,6,NOTES
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),HYPER,10,NOTES
PENDUAL,Hollywood Galaxy(DJ NAGAI Remix),ANOTHER,12,
tricoro,Holy Snow,NORMAL,6,NOTES
tricoro,Holy Snow,HYPER,10,NOTES
tricoro,Holy Snow,ANOTHER,12,
INFINITAS,Hopeful Daybreak!!!,NORMAL,5,PEAK
INFINITAS,Hopeful Daybreak!!!,HYPER,8,PEAK
INFINITAS,Hopeful Daybreak!!!,ANOTHER,11,
Pinky Crush,hora de verdad,NORMAL,6,PEAK
Pinky Crush,hora de verdad,HYPER,10,
Pinky Crush,hora de verdad,ANOTHER,12,
SINOBUZ,Honey Trap,NORMAL,5,PEAK
SINOBUZ,Honey Trap,HYPER,8,NOTES
SINOBUZ,Honey Trap,ANOTHER,11,CHORD
IIDX RED,HORIZON,NORMAL,5,PEAK
IIDX RED,HORIZON,HYPER,7,NOTES
IIDX RED,HORIZON,ANOTHER,9,NOTES
HEROIC VERSE,Horizons of Promise,NORMAL,4,PEAK
HEROIC VERSE,Horizons of Promise,HYPER,7,PEAK
HEROIC VERSE,Horizons of Promise,ANOTHER,10,CHORD
8th style,Hormiga obrera,NORMAL,6,PEAK
8th style,Hormiga obrera,HYPER,8,
8th style,Hormiga obrera,ANOTHER,9,PEAK
tricoro,Howling,NORMAL,4,SCRATCH
tricoro,Howling,HYPER,7,NOTES
tricoro,Howling,ANOTHER,10,NOTES
tricoro,Howling,LEGGENDARIA,11,NOTES
Rootage,Hurry Hurry,NORMAL,4,SCRATCH
Rootage,Hurry Hurry,HYPER,6,NOTES
Rootage,Hurry Hurry,ANOTHER,9,CHORD
SIRIUS,Hydrogen Blueback,NORMAL,5,NOTES
SIRIUS,Hydrogen Blueback,HYPER,8,PEAK
SIRIUS,Hydrogen Blueback,ANOTHER,10,CHORD
SIRIUS,Hydrogen Blueback,LEGGENDARIA,11,
SPADA,HYENA,NORMAL,5,NOTES
SPADA,HYENA,HYPER,8,NOTES
SPADA,HYENA,ANOTHER,11,NOTES
CANNON BALLERS,HYPE THE CORE,NORMAL,7,NOTES
CANNON BALLERS,HYPE THE CORE,HYPER,10,NOTES
CANNON BALLERS,HYPE THE CORE,ANOTHER,12,CHORD
8th style,HYPER BOUNDARY GATE,NORMAL,6,NOTES
8th style,HYPER BOUNDARY GATE,HYPER,8,NOTES
8th style,HYPER BOUNDARY GATE,ANOTHER,10,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,NORMAL,3,NOTES
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,HYPER,7,
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,ANOTHER,9,NOTES
9th style,HYPER EUROBEAT (2DX style),NORMAL,6,NOTES
9th style,HYPER EUROBEAT (2DX style),HYPER,8,NOTES
EMPRESS,HYPERION,NORMAL,6,PEAK
EMPRESS,HYPERION,HYPER,9,NOTES
EMPRESS,HYPERION,ANOTHER,11,NOTES
SPADA,Hypersonik,NORMAL,5,PEAK
SPADA,Hypersonik,HYPER,8,PEAK
SPADA,Hypersonik,ANOTHER,11,
RESIDENT,I,NORMAL,6,PEAK
RESIDENT,I,HYPER,10,PEAK
RESIDENT,I,ANOTHER,12,
HAPPY SKY,I am,NORMAL,5,PEAK
HAPPY SKY,I am,HYPER,8,NOTES
7th style,i feel ...,NORMAL,4,NOTES
7th style,i feel ...,HYPER,5,
Resort Anthem,I FIGHT ME,NORMAL,4,PEAK
Resort Anthem,I FIGHT ME,HYPER,7,PEAK
Resort Anthem,I FIGHT ME,ANOTHER,10,PEAK
Resort Anthem,I FIGHT ME,LEGGENDARIA,11,CHORD
tricoro,I know You know,NORMAL,3,NOTES
tricoro,I know You know,HYPER,6,NOTES
tricoro,I know You know,ANOTHER,9,NOTES
CANNON BALLERS,I Love You,NORMAL,5,NOTES
CANNON BALLERS,I Love You,HYPER,9,NOTES
CANNON BALLERS,I Love You,ANOTHER,11,
INFINITAS,I Want To Do This Keep,NORMAL,4,SCRATCH
INFINITAS,I Want To Do This Keep,HYPER,7,SCRATCH
INFINITAS,I Want To Do This Keep,ANOTHER,10,
2nd style,I Was The One,NORMAL,2,PEAK
2nd style,I Was The One,HYPER,2,PEAK
SPADA,I will be back -オレは帰ってきた-,NORMAL,6,PEAK
SPADA,I will be back -オレは帰ってきた-,HYPER,10,PEAK
SPADA,I will be back -オレは帰ってきた-,ANOTHER,12,NOTES
EMPRESS,I'm Screaming LOVE,NORMAL,5,PEAK
EMPRESS,I'm Screaming LOVE,HYPER,7,PEAK
EMPRESS,I'm Screaming LOVE,ANOTHER,9,PEAK
Lincle,I'm so Happy,NORMAL,5,NOTES
Lincle,I'm so Happy,HYPER,9,NOTES
Lincle,I'm so Happy,ANOTHER,11,
EPOLIS,i-ii,NORMAL,6,PEAK
EPOLIS,i-ii,HYPER,9,NOTES
EPOLIS,i-ii,ANOTHER,11,
DJ TROOPERS,ICARUS,NORMAL,7,SOF-LAN
DJ TROOPERS,ICARUS,HYPER,10,SOF-LAN
DJ TROOPERS,ICARUS,ANOTHER,12,SOF-LAN
DJ TROOPERS,ICARUS,LEGGENDARIA,12,SOF-LAN
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),NORMAL,7,SCRATCH
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),HYPER,10,SCRATCH
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),ANOTHER,11,SCRATCH
Rootage,IDOL syndrome.,NORMAL,4,NOTES
Rootage,IDOL syndrome.,HYPER,7,NOTES
Rootage,IDOL syndrome.,ANOTHER,10,NOTES
HEROIC VERSE,If,NORMAL,5,NOTES
HEROIC VERSE,If,HYPER,8,PEAK
HEROIC VERSE,If,ANOTHER,10,PEAK
HEROIC VERSE,If,LEGGENDARIA,12,PEAK
DistorteD,iFUTURELIST,NORMAL,4,PEAK
DistorteD,iFUTURELIST,HYPER,6,PEAK
BISTROVER,Ignis†Irae,NORMAL,6,NOTES
BISTROVER,Ignis†Irae,HYPER,10,NOTES
BISTROVER,Ignis†Irae,ANOTHER,12,
INFINITAS,Ignited Night,NORMAL,6,NOTES
INFINITAS,Ignited Night,HYPER,9,SCRATCH
INFINITAS,Ignited Night,ANOTHER,11,
CastHour,ILAYZA,NORMAL,6,NOTES
CastHour,ILAYZA,HYPER,9,NOTES
CastHour,ILAYZA,ANOTHER,11,
tricoro,ILIAS,NORMAL,4,PEAK
tricoro,ILIAS,HYPER,8,NOTES
tricoro,ILIAS,ANOTHER,10,NOTES
tricoro,Illegal Function Call,NORMAL,5,NOTES
tricoro,Illegal Function Call,HYPER,10,NOTES
tricoro,Illegal Function Call,ANOTHER,11,NOTES
tricoro,Illegal Function Call,LEGGENDARIA,12,
PENDUAL,illuminate,NORMAL,3,SCRATCH
PENDUAL,illuminate,HYPER,9,NOTES
PENDUAL,illuminate,ANOTHER,11,
CANNON BALLERS,Illusionary Waterlily,NORMAL,6,NOTES
CANNON BALLERS,Illusionary Waterlily,HYPER,10,NOTES
CANNON BALLERS,Illusionary Waterlily,ANOTHER,12,NOTES
SPADA,Immortal,NORMAL,6,PEAK
SPADA,Immortal,HYPER,10,NOTES
SPADA,Immortal,ANOTHER,12,
PENDUAL,IMPLANTATION,NORMAL,5,NOTES
PENDUAL,IMPLANTATION,HYPER,9,PEAK
PENDUAL,IMPLANTATION,ANOTHER,11,NOTES
tricoro,In Heaven,NORMAL,5,NOTES
tricoro,In Heaven,HYPER,7,NOTES
tricoro,In Heaven,ANOTHER,9,NOTES
HAPPY SKY,in motion,NORMAL,5,PEAK
HAPPY SKY,in motion,HYPER,6,PEAK
HAPPY SKY,in motion,ANOTHER,8,PEAK
5th style,in my eyes,NORMAL,5,NOTES
5th style,in my eyes,HYPER,8,NOTES
5th style,in my eyes,ANOTHER,10,CHORD
Lincle,In the Blackest Den,NORMAL,5,
Lincle,In the Blackest Den,HYPER,8,NOTES
Lincle,In the Blackest Den,ANOTHER,11,NOTES
PENDUAL,In The Breeze,NORMAL,5,NOTES
PENDUAL,In The Breeze,HYPER,8,PEAK
PENDUAL,In The Breeze,ANOTHER,10,NOTES
DJ TROOPERS,in the Sky,NORMAL,7,PEAK
DJ TROOPERS,in the Sky,HYPER,10,CHORD
DJ TROOPERS,in the Sky,ANOTHER,11,CHORD
INFINITAS,In Your EyEs,NORMAL,5,PEAK
INFINITAS,In Your EyEs,HYPER,10,
INFINITAS,In Your EyEs,ANOTHER,12,PEAK
HAPPY SKY,INAZUMA,NORMAL,6,PEAK
HAPPY SKY,INAZUMA,HYPER,9,NOTES
HAPPY SKY,INAZUMA,ANOTHER,12,NOTES
HAPPY SKY,INAZUMA,LEGGENDARIA,12,NOTES
DistorteD,INFERNO,NORMAL,5,NOTES
DistorteD,INFERNO,HYPER,7,NOTES
DistorteD,INFERNO,ANOTHER,10,NOTES
HEROIC VERSE,Inferno of Fomalhaut,NORMAL,6,PEAK
HEROIC VERSE,Inferno of Fomalhaut,HYPER,9,PEAK
HEROIC VERSE,Inferno of Fomalhaut,ANOTHER,12,PEAK
Lincle,Infinite cave,NORMAL,8,NOTES
Lincle,Infinite cave,HYPER,10,
Lincle,Infinite cave,ANOTHER,12,CHORD
HEROIC VERSE,Infinity Mirror,NORMAL,5,PEAK
HEROIC VERSE,Infinity Mirror,HYPER,8,PEAK
HEROIC VERSE,Infinity Mirror,ANOTHER,10,CHARGE
EPOLIS,INHERITANCE,NORMAL,6,NOTES
EPOLIS,INHERITANCE,HYPER,9,NOTES
EPOLIS,INHERITANCE,ANOTHER,11,
CANNON BALLERS,Initiation,NORMAL,7,PEAK
CANNON BALLERS,Initiation,HYPER,10,NOTES
CANNON BALLERS,Initiation,ANOTHER,12,CHORD
IIDX RED,INJECTION OF LOVE,NORMAL,3,
IIDX RED,INJECTION OF LOVE,HYPER,7,NOTES
copula,Inner Spirit,NORMAL,5,
copula,Inner Spirit,HYPER,8,NOTES
copula,Inner Spirit,ANOTHER,11,NOTES
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,NORMAL,6,
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,HYPER,10,NOTES
INFINITAS,Inner Spirit -GIGA HiTECH MIX-,ANOTHER,12,
BISTROVER,innocent revolver,NORMAL,6,NOTES
BISTROVER,innocent revolver,HYPER,10,NOTES
BISTROVER,innocent revolver,ANOTHER,12,
GOLD,INORI,NORMAL,6,NOTES
GOLD,INORI,HYPER,9,NOTES
GOLD,INORI,ANOTHER,12,
SPADA,Insane Techniques,NORMAL,4,SCRATCH
SPADA,Insane Techniques,HYPER,8,SCRATCH
SPADA,Insane Techniques,ANOTHER,10,SCRATCH
5th style,INSERTiON,NORMAL,5,SOF-LAN
5th style,INSERTiON,HYPER,7,SOF-LAN
5th style,INSERTiON,ANOTHER,8,
INFINITAS,Inside Insight,NORMAL,5,
INFINITAS,Inside Insight,HYPER,8,PEAK
INFINITAS,Inside Insight,ANOTHER,11,
INFINITAS,insist,NORMAL,5,NOTES
INFINITAS,insist,HYPER,9,
INFINITAS,insist,ANOTHER,11,
SPADA,INSOMNIA,NORMAL,4,PEAK
SPADA,INSOMNIA,HYPER,8,PEAK
SPADA,INSOMNIA,ANOTHER,12,PEAK
HEROIC VERSE,Into The Madness,NORMAL,6,NOTES
HEROIC VERSE,Into The Madness,HYPER,9,NOTES
HEROIC VERSE,Into The Madness,ANOTHER,11,
Lincle,Into The Sunlight,NORMAL,5,NOTES
Lincle,Into The Sunlight,HYPER,8,NOTES
Lincle,Into The Sunlight,ANOTHER,10,CHORD
SINOBUZ,INVISIBLE STRIX,NORMAL,7,SCRATCH
SINOBUZ,INVISIBLE STRIX,HYPER,10,PEAK
SINOBUZ,INVISIBLE STRIX,ANOTHER,11,NOTES
PENDUAL,Invitation from Mr.C,NORMAL,7,NOTES
PENDUAL,Invitation from Mr.C,HYPER,9,NOTES
PENDUAL,Invitation from Mr.C,ANOTHER,12,PEAK
SPADA,invoker,NORMAL,6,PEAK
SPADA,invoker,HYPER,10,PEAK
SPADA,invoker,ANOTHER,12,CHORD
SPADA,invoker,LEGGENDARIA,12,
EPOLIS,Iris,NORMAL,4,PEAK
EPOLIS,Iris,HYPER,7,NOTES
EPOLIS,Iris,ANOTHER,10,CHORD
INFINITAS,It's my Miracle,NORMAL,5,NOTES
INFINITAS,It's my Miracle,HYPER,8,
INFINITAS,It's my Miracle,ANOTHER,10,CHORD
PENDUAL,IXION,NORMAL,5,
PENDUAL,IXION,HYPER,8,NOTES
PENDUAL,IXION,ANOTHER,11,PEAK
4th style,Jam&Marmalade,NORMAL,4,NOTES
4th style,Jam&Marmalade,HYPER,6,NOTES
8th style,jelly kiss,NORMAL,2,
8th style,jelly kiss,HYPER,5,
8th style,jelly kiss,ANOTHER,8,
INFINITAS,JET WORLD,NORMAL,4,
INFINITAS,JET WORLD,HYPER,6,
INFINITAS,JET WORLD,ANOTHER,10,
HEROIC VERSE,Jetcoaster Windy,NORMAL,4,NOTES
HEROIC VERSE,Jetcoaster Windy,HYPER,7,NOTES
HEROIC VERSE,Jetcoaster Windy,ANOTHER,10,NOTES
tricoro,JOMANDA,NORMAL,6,SOF-LAN
tricoro,JOMANDA,HYPER,10,SOF-LAN
tricoro,JOMANDA,ANOTHER,12,SOF-LAN
copula,Journey,NORMAL,4,NOTES
copula,Journey,HYPER,7,NOTES
copula,Journey,ANOTHER,9,NOTES
copula,Journey,LEGGENDARIA,11,
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",NORMAL,5,PEAK
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",HYPER,9,
DJ TROOPERS,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",ANOTHER,10,CHORD
INFINITAS,Juicy,NORMAL,3,PEAK
INFINITAS,Juicy,HYPER,7,
INFINITAS,Juicy,ANOTHER,9,CHORD
EPOLIS,Jumper,NORMAL,4,NOTES
EPOLIS,Jumper,HYPER,7,PEAK
EPOLIS,Jumper,ANOTHER,10,PEAK
BISTROVER,Jungle Eater,NORMAL,5,
BISTROVER,Jungle Eater,HYPER,9,NOTES
BISTROVER,Jungle Eater,ANOTHER,11,CHORD
EMPRESS,Just a Little Smile,NORMAL,5,
EMPRESS,Just a Little Smile,HYPER,8,SCRATCH
EMPRESS,Just a Little Smile,ANOTHER,11,
EPOLIS,Just Gimme,NORMAL,5,PEAK
EPOLIS,Just Gimme,HYPER,8,NOTES
EPOLIS,Just Gimme,ANOTHER,11,
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,NORMAL,7,NOTES
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,HYPER,10,
EPOLIS,JUSTICE/GUILTY feat. Nana Takahashi & 709sec.,ANOTHER,12,
Resort Anthem,Kailua,NORMAL,4,CHARGE
Resort Anthem,Kailua,HYPER,9,CHARGE
Resort Anthem,Kailua,ANOTHER,12,
SPADA,KAISER PHOENIX,NORMAL,6,NOTES
SPADA,KAISER PHOENIX,HYPER,10,NOTES
SPADA,KAISER PHOENIX,ANOTHER,11,
SPADA,KAISER PHOENIX,LEGGENDARIA,12,
GOLD,KAMAITACHI,NORMAL,8,NOTES
GOLD,KAMAITACHI,HYPER,10,NOTES
GOLD,KAMAITACHI,ANOTHER,12,
GOLD,KAMAITACHI,LEGGENDARIA,12,PEAK
4th style,KAMIKAZE,NORMAL,5,
4th style,KAMIKAZE,HYPER,7,NOTES
4th style,KAMIKAZE,ANOTHER,10,CHORD
SIRIUS,Keep it-秋葉工房mix-,NORMAL,5,PEAK
SIRIUS,Keep it-秋葉工房mix-,HYPER,9,PEAK
SIRIUS,Keep it-秋葉工房mix-,ANOTHER,11,
1st&substream,KEEP ON MOVIN',NORMAL,2,PEAK
1st&substream,KEEP ON MOVIN',HYPER,3,PEAK
IIDX RED,KEY,NORMAL,5,
IIDX RED,KEY,HYPER,8,NOTES
IIDX RED,KEY,ANOTHER,11,
SPADA,KHAMEN BREAK,NORMAL,3,NOTES
SPADA,KHAMEN BREAK,HYPER,8,NOTES
SPADA,KHAMEN BREAK,ANOTHER,10,PEAK
Rootage,KILL EACH OTHER,NORMAL,7,PEAK
Rootage,KILL EACH OTHER,HYPER,10,NOTES
Rootage,KILL EACH OTHER,ANOTHER,12,NOTES
5th style,Kiss me all night long,NORMAL,5,
5th style,Kiss me all night long,HYPER,6,PEAK
5th style,Kiss me all night long,ANOTHER,7,
CastHour,kors k's How to make OTOGE CORE,NORMAL,5,SOF-LAN
CastHour,kors k's How to make OTOGE CORE,HYPER,9,SOF-LAN
CastHour,kors k's How to make OTOGE CORE,ANOTHER,11,
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,NORMAL,6,NOTES
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,HYPER,10,NOTES
RESIDENT,kors k's How to make OTOGE CORE 「LONG」,ANOTHER,12,
Pinky Crush,KOTONOHA ft. Kotoha,NORMAL,5,PEAK
Pinky Crush,KOTONOHA ft. Kotoha,HYPER,8,NOTES
Pinky Crush,KOTONOHA ft. Kotoha,ANOTHER,10,CHORD
EMPRESS,Kung-fu Empire,NORMAL,6,NOTES
EMPRESS,Kung-fu Empire,HYPER,10,NOTES
EMPRESS,Kung-fu Empire,ANOTHER,11,
EMPRESS,Kung-fu Empire,LEGGENDARIA,12,
Lincle,KYAMISAMA ONEGAI!,NORMAL,4,NOTES
Lincle,KYAMISAMA ONEGAI!,HYPER,6,PEAK
Lincle,KYAMISAMA ONEGAI!,ANOTHER,9,NOTES
Lincle,KYAMISAMA ONEGAI!,LEGGENDARIA,12,
6th style,L'amour et la liberte,NORMAL,5,
6th style,L'amour et la liberte,HYPER,8,NOTES
Rootage,L.F.O,NORMAL,5,SCRATCH
Rootage,L.F.O,HYPER,9,PEAK
Rootage,L.F.O,ANOTHER,12,
copula,La dolce primavera,NORMAL,5,PEAK
copula,La dolce primavera,HYPER,8,NOTES
copula,La dolce primavera,ANOTHER,11,
SPADA,LA FESTA LA VITA!!,NORMAL,5,SCRATCH
SPADA,LA FESTA LA VITA!!,HYPER,9,CHORD
SPADA,LA FESTA LA VITA!!,ANOTHER,11,
Resort Anthem,La Mar,NORMAL,4,PEAK
Resort Anthem,La Mar,HYPER,6,PEAK
Resort Anthem,La Mar,ANOTHER,8,NOTES
8th style,LAB,NORMAL,5,NOTES
8th style,LAB,HYPER,10,PEAK
8th style,LAB,ANOTHER,11,
RESIDENT,LADS,NORMAL,5,NOTES
RESIDENT,LADS,HYPER,7,NOTES
RESIDENT,LADS,ANOTHER,10,CHORD
Rootage,LADYBIRD,NORMAL,7,NOTES
Rootage,LADYBIRD,HYPER,9,NOTES
Rootage,LADYBIRD,ANOTHER,11,
INFINITAS,Lagrangian Point Ø,NORMAL,6,NOTES
INFINITAS,Lagrangian Point Ø,HYPER,10,
INFINITAS,Lagrangian Point Ø,ANOTHER,12,PEAK
GOLD,LASER CRUSTER,NORMAL,7,PEAK
GOLD,LASER CRUSTER,HYPER,11,
GOLD,LASER CRUSTER,ANOTHER,12,
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),NORMAL,5,PEAK
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),HYPER,8,PEAK
HEROIC VERSE,LASER CRUSTER (IGNITE REMIX),ANOTHER,12,
SIRIUS,Last Burning,NORMAL,4,NOTES
SIRIUS,Last Burning,HYPER,7,NOTES
SIRIUS,Last Burning,ANOTHER,9,NOTES
SPADA,Last Dance,NORMAL,6,PEAK
SPADA,Last Dance,HYPER,10,PEAK
SPADA,Last Dance,ANOTHER,12,
BISTROVER,LAST DAY,NORMAL,6,NOTES
BISTROVER,LAST DAY,HYPER,9,NOTES
BISTROVER,LAST DAY,ANOTHER,11,
CastHour,Lawes's Parotia,NORMAL,4,NOTES
CastHour,Lawes's Parotia,HYPER,8,NOTES
CastHour,Lawes's Parotia,ANOTHER,11,NOTES
Lincle,LAX5 feat.Ryota Yoshinari,NORMAL,6,NOTES
Lincle,LAX5 feat.Ryota Yoshinari,HYPER,9,CHORD
Lincle,LAX5 feat.Ryota Yoshinari,ANOTHER,10,CHORD
3rd style,LEADING CYBER,NORMAL,4,NOTES
3rd style,LEADING CYBER,HYPER,6,NOTES
3rd style,LEADING CYBER,ANOTHER,6,NOTES
DistorteD,Leaving...,NORMAL,4,PEAK
DistorteD,Leaving...,HYPER,7,PEAK
DistorteD,Leaving...,ANOTHER,10,PEAK
CastHour,Legendary Treasures,NORMAL,5,PEAK
CastHour,Legendary Treasures,HYPER,8,PEAK
CastHour,Legendary Treasures,ANOTHER,11,
HAPPY SKY,LESSON 5,NORMAL,5,NOTES
HAPPY SKY,LESSON 5,HYPER,7,NOTES
HAPPY SKY,LESSON 5,ANOTHER,11,SCRATCH
Rootage,Let me be your cure,NORMAL,5,NOTES
Rootage,Let me be your cure,HYPER,8,NOTES
Rootage,Let me be your cure,ANOTHER,10,NOTES
7th style,Let the Snow Paint Me,NORMAL,6,PEAK
7th style,Let the Snow Paint Me,HYPER,7,PEAK
9th style,Let The Snow Paint Me -Y&Co. Remix-,NORMAL,5,
9th style,Let The Snow Paint Me -Y&Co. Remix-,HYPER,8,
9th style,Let The Snow Paint Me -Y&Co. Remix-,ANOTHER,9,PEAK
Resort Anthem,Let The Track Flow,NORMAL,5,PEAK
Resort Anthem,Let The Track Flow,HYPER,8,NOTES
Resort Anthem,Let The Track Flow,ANOTHER,11,
CANNON BALLERS,Let's Bounce !!,NORMAL,4,NOTES
CANNON BALLERS,Let's Bounce !!,HYPER,8,PEAK
CANNON BALLERS,Let's Bounce !!,ANOTHER,10,PEAK
Lincle,LETHEBOLG ～双神威に斬り咲けり～,NORMAL,5,
Lincle,LETHEBOLG ～双神威に斬り咲けり～,HYPER,8,NOTES
Lincle,LETHEBOLG ～双神威に斬り咲けり～,ANOTHER,10,PEAK
tricoro,Liberation,NORMAL,6,PEAK
tricoro,Liberation,HYPER,10,NOTES
tricoro,Liberation,ANOTHER,12,
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",NORMAL,7,PEAK
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",HYPER,10,PEAK
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",ANOTHER,12,PEAK
Rootage,Lift Us High,NORMAL,5,NOTES
Rootage,Lift Us High,HYPER,8,NOTES
Rootage,Lift Us High,ANOTHER,10,NOTES
tricoro,Light and Cyber…,NORMAL,5,
tricoro,Light and Cyber…,HYPER,9,NOTES
tricoro,Light and Cyber…,ANOTHER,11,
PENDUAL,Light My Fire,NORMAL,5,SCRATCH
PENDUAL,Light My Fire,HYPER,7,SCRATCH
PENDUAL,Light My Fire,ANOTHER,10,NOTES
SIRIUS,Light Shine,NORMAL,5,NOTES
SIRIUS,Light Shine,HYPER,9,NOTES
SIRIUS,Light Shine,ANOTHER,11,
SPADA,Lighting Shower,NORMAL,4,NOTES
SPADA,Lighting Shower,HYPER,7,NOTES
SPADA,Lighting Shower,ANOTHER,11,
HEROIC VERSE,LIGHTNING STRIKES,NORMAL,5,PEAK
HEROIC VERSE,LIGHTNING STRIKES,HYPER,9,NOTES
HEROIC VERSE,LIGHTNING STRIKES,ANOTHER,12,
9th style,lights,NORMAL,7,PEAK
9th style,lights,HYPER,9,PEAK
9th style,lights,ANOTHER,10,PEAK
BISTROVER,LIKE A VAMPIRE,NORMAL,5,NOTES
BISTROVER,LIKE A VAMPIRE,HYPER,9,NOTES
BISTROVER,LIKE A VAMPIRE,ANOTHER,11,
HEROIC VERSE,Like+it!,NORMAL,6,SCRATCH
HEROIC VERSE,Like+it!,HYPER,9,NOTES
HEROIC VERSE,Like+it!,ANOTHER,11,
HEROIC VERSE,Like+it!,LEGGENDARIA,12,SCRATCH
INFINITAS,LIMIT TOPPA REVOLUTION,NORMAL,5,NOTES
INFINITAS,LIMIT TOPPA REVOLUTION,HYPER,9,NOTES
INFINITAS,LIMIT TOPPA REVOLUTION,ANOTHER,12,
10th style,LIMITED,NORMAL,3,PEAK
10th style,LIMITED,HYPER,7,NOTES
10th style,LIMITED,ANOTHER,8,
PENDUAL,Line 4 Ruin,NORMAL,6,NOTES
PENDUAL,Line 4 Ruin,HYPER,9,NOTES
PENDUAL,Line 4 Ruin,ANOTHER,11,
6th style,Linus,NORMAL,5,SOF-LAN
6th style,Linus,HYPER,9,SOF-LAN
6th style,Linus,ANOTHER,11,
Lincle,Liquid Crystal Girl feat. echo,NORMAL,2,PEAK
Lincle,Liquid Crystal Girl feat. echo,HYPER,6,PEAK
Lincle,Liquid Crystal Girl feat. echo,ANOTHER,9,CHORD
HAPPY SKY,Little Little Princess,NORMAL,5,PEAK
HAPPY SKY,Little Little Princess,HYPER,10,NOTES
HAPPY SKY,Little Little Princess,ANOTHER,11,
HAPPY SKY,Little Little Princess,LEGGENDARIA,12,
tricoro,Little Star,NORMAL,5,NOTES
tricoro,Little Star,HYPER,8,CHORD
tricoro,Little Star,ANOTHER,12,
CastHour,LIVE DRIVING!! feat. 花たん,NORMAL,7,NOTES
CastHour,LIVE DRIVING!! feat. 花たん,HYPER,10,CHORD
CastHour,LIVE DRIVING!! feat. 花たん,ANOTHER,12,
BISTROVER,LOCUS OF THE TRAVEL,NORMAL,6,SCRATCH
BISTROVER,LOCUS OF THE TRAVEL,HYPER,10,SCRATCH
BISTROVER,LOCUS OF THE TRAVEL,ANOTHER,12,
